"TOWN","variable","value"
"Meriden town","X25F4044",2630
"Middlebury town","X25F4044",249
"Middlefield town","X25F4044",110
"Middletown town","X25F4044",2290
"Milford town","X25F4044",1968
"Monroe town","X25F4044",485
"Montville town","X25F4044",790
"Morris town","X25F4044",52
"Naugatuck town","X25F4044",1395
"New Britain town","X25F4044",2889
"New Canaan town","X25F4044",392
"New Fairfield town","X25F4044",297
"New Hartford town","X25F4044",202
"New Haven town","X25F4044",6362
"New London town","X25F4044",537
"New Milford town","X25F4044",856
"Newington town","X25F4044",1236
"Newtown town","X25F4044",620
"Norfolk town","X25F4044",27
"North Branford town","X25F4044",376
"North Canaan town","X25F4044",98
"North Haven town","X25F4044",677
"North Stonington town","X25F4044",120
"Norwalk town","X25F4044",4183
"Norwich town","X25F4044",1825
"Old Lyme town","X25F4044",161
"Old Saybrook town","X25F4044",133
"Orange town","X25F4044",379
"Oxford town","X25F4044",428
"Plainfield town","X25F4044",561
"Plainville town","X25F4044",733
"Plymouth town","X25F4044",423
"Pomfret town","X25F4044",147
"Portland town","X25F4044",358
"Preston town","X25F4044",119
"Prospect town","X25F4044",241
"Putnam town","X25F4044",391
"Redding town","X25F4044",187
"Ridgefield town","X25F4044",548
"Rocky Hill town","X25F4044",855
"Roxbury town","X25F4044",51
"Salem town","X25F4044",110
"Salisbury town","X25F4044",70
"Scotland town","X25F4044",51
"Seymour town","X25F4044",616
"Sharon town","X25F4044",54
"Shelton town","X25F4044",1196
"Sherman town","X25F4044",45
"Simsbury town","X25F4044",575
"Somers town","X25F4044",246
"South Windsor town","X25F4044",856
"Southbury town","X25F4044",425
"Southington town","X25F4044",1327
"Sprague town","X25F4044",111
"Stafford town","X25F4044",426
"Stamford town","X25F4044",6548
"Sterling town","X25F4044",145
"Stonington town","X25F4044",410
"Stratford town","X25F4044",1985
"Suffield town","X25F4044",442
"Thomaston town","X25F4044",249
"Thompson town","X25F4044",308
"Tolland town","X25F4044",421
"Torrington town","X25F4044",1331
"Trumbull town","X25F4044",939
"Union town","X25F4044",22
"Vernon town","X25F4044",1380
"Voluntown town","X25F4044",56
"Wallingford town","X25F4044",1647
"Warren town","X25F4044",42
"Washington town","X25F4044",44
"Waterbury town","X25F4044",4533
"Waterford town","X25F4044",419
"Watertown town","X25F4044",641
"West Hartford town","X25F4044",1757
"West Haven town","X25F4044",2254
"Westbrook town","X25F4044",172
"Weston town","X25F4044",168
"Westport town","X25F4044",495
"Wethersfield town","X25F4044",955
"Willington town","X25F4044",20
"Wilton town","X25F4044",361
"Winchester town","X25F4044",342
"Windham town","X25F4044",823
"Windsor Locks town","X25F4044",479
"Windsor town","X25F4044",1108
"Wolcott town","X25F4044",458
"Woodbridge town","X25F4044",185
"Woodbury town","X25F4044",271
"Woodstock town","X25F4044",226
"","X25F4044",NA
"Note: For the age group, The first two didigts in the fields name are years. The third letter means gender, m for male, f for female. The last four digits are age groups. 15M2024 means 2015 projection male population for 20 to 24 years. For the total population, the first two digits also mean year, the third is gender, if necesary. the last five letters are total. 15MTOTAL means 2015 projection for total male population.","X25F4044",NA
"Andover town","X25F4549",110
"Ansonia town","X25F4549",625
"Ashford town","X25F4549",130
"Avon town","X25F4549",712
"Barkhamsted town","X25F4549",136
"Beacon Falls town","X25F4549",230
"Berlin town","X25F4549",679
"Bethany town","X25F4549",213
"Bethel town","X25F4549",710
"Bethlehem town","X25F4549",116
"Bloomfield town","X25F4549",689
"Bolton town","X25F4549",162
"Bozrah town","X25F4549",98
"Branford town","X25F4549",739
"Bridgeport town","X25F4549",4779
"Bridgewater town","X25F4549",47
"Bristol town","X25F4549",1815
"Brookfield town","X25F4549",575
"Brooklyn town","X25F4549",341
"Burlington town","X25F4549",385
"Canaan town","X25F4549",22
"Canterbury town","X25F4549",174
"Canton town","X25F4549",388
"Chaplin town","X25F4549",45
"Cheshire town","X25F4549",1023
"Chester town","X25F4549",89
"Clinton town","X25F4549",372
"Colchester town","X25F4549",539
"Colebrook town","X25F4549",37
"Columbia town","X25F4549",213
"Cornwall town","X25F4549",32
"Coventry town","X25F4549",442
"Cromwell town","X25F4549",550
"Danbury town","X25F4549",3084
"Darien town","X25F4549",871
"Deep River town","X25F4549",148
"Derby town","X25F4549",361
"Durham town","X25F4549",273
"East Granby town","X25F4549",243
"East Haddam town","X25F4549",335
"East Hampton town","X25F4549",508
"East Hartford town","X25F4549",1837
"East Haven town","X25F4549",869
"East Lyme town","X25F4549",696
"East Windsor town","X25F4549",355
"Eastford town","X25F4549",57
"Easton town","X25F4549",199
"Ellington town","X25F4549",674
"Enfield town","X25F4549",1363
"Essex town","X25F4549",174
"Fairfield town","X25F4549",2007
"Farmington town","X25F4549",885
"Franklin town","X25F4549",71
"Glastonbury town","X25F4549",1313
"Goshen town","X25F4549",94
"Granby town","X25F4549",402
"Greenwich town","X25F4549",2070
"Griswold town","X25F4549",455
"Groton town","X25F4549",617
"Guilford town","X25F4549",736
"Haddam town","X25F4549",336
"Hamden town","X25F4549",1984
"Hampton town","X25F4549",55
"Hartford town","X25F4549",3403
"Hartland town","X25F4549",69
"Harwinton town","X25F4549",199
"Hebron town","X25F4549",342
"Kent town","X25F4549",69
"Killingly town","X25F4549",643
"Killingworth town","X25F4549",182
"Lebanon town","X25F4549",274
"Ledyard town","X25F4549",607
"Lisbon town","X25F4549",153
"Litchfield town","X25F4549",273
"Lyme town","X25F4549",81
"Madison town","X25F4549",483
"Manchester town","X25F4549",2091
"Mansfield town","X25F4549",360
"Marlborough town","X25F4549",268
"Meriden town","X25F4549",2373
"Middlebury town","X25F4549",325
"Middlefield town","X25F4549",162
"Middletown town","X25F4549",1375
"Milford town","X25F4549",1700
"Monroe town","X25F4549",669
"Montville town","X25F4549",857
"Morris town","X25F4549",71
"Naugatuck town","X25F4549",1184
"New Britain town","X25F4549",2014
"New Canaan town","X25F4549",662
"New Fairfield town","X25F4549",430
"New Hartford town","X25F4549",268
"New Haven town","X25F4549",4160
"New London town","X25F4549",456
"New Milford town","X25F4549",990
"Newington town","X25F4549",1200
"Newtown town","X25F4549",874
"Norfolk town","X25F4549",39
"North Branford town","X25F4549",437
"North Canaan town","X25F4549",88
"North Haven town","X25F4549",763
"North Stonington town","X25F4549",194
"Norwalk town","X25F4549",3261
"Norwich town","X25F4549",1523
"Old Lyme town","X25F4549",208
"Old Saybrook town","X25F4549",217
"Orange town","X25F4549",537
"Oxford town","X25F4549",591
"Plainfield town","X25F4549",604
"Plainville town","X25F4549",640
"Plymouth town","X25F4549",459
"Pomfret town","X25F4549",167
"Portland town","X25F4549",351
"Preston town","X25F4549",143
"Prospect town","X25F4549",269
"Putnam town","X25F4549",340
"Redding town","X25F4549",287
"Ridgefield town","X25F4549",855
"Rocky Hill town","X25F4549",565
"Roxbury town","X25F4549",52
"Salem town","X25F4549",157
"Salisbury town","X25F4549",105
"Scotland town","X25F4549",63
"Seymour town","X25F4549",584
"Sharon town","X25F4549",66
"Shelton town","X25F4549",1242
"Sherman town","X25F4549",88
"Simsbury town","X25F4549",856
"Somers town","X25F4549",330
"South Windsor town","X25F4549",1002
"Southbury town","X25F4549",626
"Southington town","X25F4549",1543
"Sprague town","X25F4549",107
"Stafford town","X25F4549",409
"Stamford town","X25F4549",5014
"Sterling town","X25F4549",186
"Stonington town","X25F4549",499
"Stratford town","X25F4549",2044
"Suffield town","X25F4549",532
"Thomaston town","X25F4549",262
"Thompson town","X25F4549",337
"Tolland town","X25F4549",599
"Torrington town","X25F4549",1156
"Trumbull town","X25F4549",1248
"Union town","X25F4549",31
"Vernon town","X25F4549",827
"Voluntown town","X25F4549",88
"Wallingford town","X25F4549",1461
"Warren town","X25F4549",64
"Washington town","X25F4549",87
"Waterbury town","X25F4549",3653
"Waterford town","X25F4549",657
"Watertown town","X25F4549",686
"West Hartford town","X25F4549",2323
"West Haven town","X25F4549",1829
"Westbrook town","X25F4549",200
"Weston town","X25F4549",343
"Westport town","X25F4549",855
"Wethersfield town","X25F4549",991
"Willington town","X25F4549",78
"Wilton town","X25F4549",643
"Winchester town","X25F4549",328
"Windham town","X25F4549",639
"Windsor Locks town","X25F4549",415
"Windsor town","X25F4549",1038
"Wolcott town","X25F4549",592
"Woodbridge town","X25F4549",316
"Woodbury town","X25F4549",292
"Woodstock town","X25F4549",296
"","X25F4549",NA
"Note: For the age group, The first two didigts in the fields name are years. The third letter means gender, m for male, f for female. The last four digits are age groups. 15M2024 means 2015 projection male population for 20 to 24 years. For the total population, the first two digits also mean year, the third is gender, if necesary. the last five letters are total. 15MTOTAL means 2015 projection for total male population.","X25F4549",NA
"Andover town","X25F5054",144
"Ansonia town","X25F5054",553
"Ashford town","X25F5054",163
"Avon town","X25F5054",937
"Barkhamsted town","X25F5054",175
"Beacon Falls town","X25F5054",237
"Berlin town","X25F5054",816
"Bethany town","X25F5054",257
"Bethel town","X25F5054",674
"Bethlehem town","X25F5054",144
"Bloomfield town","X25F5054",722
"Bolton town","X25F5054",150
"Bozrah town","X25F5054",100
"Branford town","X25F5054",617
"Bridgeport town","X25F5054",4169
"Bridgewater town","X25F5054",62
"Bristol town","X25F5054",1814
"Brookfield town","X25F5054",670
"Brooklyn town","X25F5054",358
"Burlington town","X25F5054",469
"Canaan town","X25F5054",30
"Canterbury town","X25F5054",235
"Canton town","X25F5054",451
"Chaplin town","X25F5054",82
"Cheshire town","X25F5054",1229
"Chester town","X25F5054",106
"Clinton town","X25F5054",449
"Colchester town","X25F5054",601
"Colebrook town","X25F5054",53
"Columbia town","X25F5054",223
"Cornwall town","X25F5054",47
"Coventry town","X25F5054",500
"Cromwell town","X25F5054",496
"Danbury town","X25F5054",2557
"Darien town","X25F5054",1095
"Deep River town","X25F5054",165
"Derby town","X25F5054",395
"Durham town","X25F5054",371
"East Granby town","X25F5054",235
"East Haddam town","X25F5054",358
"East Hampton town","X25F5054",599
"East Hartford town","X25F5054",1690
"East Haven town","X25F5054",899
"East Lyme town","X25F5054",745
"East Windsor town","X25F5054",387
"Eastford town","X25F5054",67
"Easton town","X25F5054",315
"Ellington town","X25F5054",662
"Enfield town","X25F5054",1095
"Essex town","X25F5054",256
"Fairfield town","X25F5054",2262
"Farmington town","X25F5054",985
"Franklin town","X25F5054",78
"Glastonbury town","X25F5054",1586
"Goshen town","X25F5054",129
"Granby town","X25F5054",503
"Greenwich town","X25F5054",2434
"Griswold town","X25F5054",516
"Groton town","X25F5054",528
"Guilford town","X25F5054",824
"Haddam town","X25F5054",417
"Hamden town","X25F5054",1934
"Hampton town","X25F5054",81
"Hartford town","X25F5054",3156
"Hartland town","X25F5054",97
"Harwinton town","X25F5054",252
"Hebron town","X25F5054",473
"Kent town","X25F5054",93
"Killingly town","X25F5054",619
"Killingworth town","X25F5054",261
"Lebanon town","X25F5054",277
"Ledyard town","X25F5054",515
"Lisbon town","X25F5054",179
"Litchfield town","X25F5054",309
"Lyme town","X25F5054",91
"Madison town","X25F5054",714
"Manchester town","X25F5054",1521
"Mansfield town","X25F5054",404
"Marlborough town","X25F5054",303
"Meriden town","X25F5054",2013
"Middlebury town","X25F5054",449
"Middlefield town","X25F5054",198
"Middletown town","X25F5054",1204
"Milford town","X25F5054",1800
"Monroe town","X25F5054",763
"Montville town","X25F5054",927
"Morris town","X25F5054",87
"Naugatuck town","X25F5054",1014
"New Britain town","X25F5054",1716
"New Canaan town","X25F5054",893
"New Fairfield town","X25F5054",599
"New Hartford town","X25F5054",291
"New Haven town","X25F5054",3189
"New London town","X25F5054",424
"New Milford town","X25F5054",1030
"Newington town","X25F5054",1138
"Newtown town","X25F5054",1170
"Norfolk town","X25F5054",63
"North Branford town","X25F5054",453
"North Canaan town","X25F5054",88
"North Haven town","X25F5054",935
"North Stonington town","X25F5054",201
"Norwalk town","X25F5054",2677
"Norwich town","X25F5054",1424
"Old Lyme town","X25F5054",271
"Old Saybrook town","X25F5054",299
"Orange town","X25F5054",629
"Oxford town","X25F5054",656
"Plainfield town","X25F5054",544
"Plainville town","X25F5054",601
"Plymouth town","X25F5054",460
"Pomfret town","X25F5054",205
"Portland town","X25F5054",392
"Preston town","X25F5054",171
"Prospect town","X25F5054",426
"Putnam town","X25F5054",320
"Redding town","X25F5054",402
"Ridgefield town","X25F5054",1137
"Rocky Hill town","X25F5054",546
"Roxbury town","X25F5054",80
"Salem town","X25F5054",157
"Salisbury town","X25F5054",115
"Scotland town","X25F5054",72
"Seymour town","X25F5054",650
"Sharon town","X25F5054",81
"Shelton town","X25F5054",1414
"Sherman town","X25F5054",127
"Simsbury town","X25F5054",1019
"Somers town","X25F5054",411
"South Windsor town","X25F5054",978
"Southbury town","X25F5054",777
"Southington town","X25F5054",1697
"Sprague town","X25F5054",80
"Stafford town","X25F5054",456
"Stamford town","X25F5054",3490
"Sterling town","X25F5054",213
"Stonington town","X25F5054",609
"Stratford town","X25F5054",1869
"Suffield town","X25F5054",613
"Thomaston town","X25F5054",320
"Thompson town","X25F5054",403
"Tolland town","X25F5054",735
"Torrington town","X25F5054",1140
"Trumbull town","X25F5054",1546
"Union town","X25F5054",39
"Vernon town","X25F5054",718
"Voluntown town","X25F5054",123
"Wallingford town","X25F5054",1416
"Warren town","X25F5054",71
"Washington town","X25F5054",115
"Waterbury town","X25F5054",3407
"Waterford town","X25F5054",737
"Watertown town","X25F5054",787
"West Hartford town","X25F5054",2433
"West Haven town","X25F5054",1613
"Westbrook town","X25F5054",231
"Weston town","X25F5054",476
"Westport town","X25F5054",1239
"Wethersfield town","X25F5054",990
"Willington town","X25F5054",185
"Wilton town","X25F5054",855
"Winchester town","X25F5054",356
"Windham town","X25F5054",646
"Windsor Locks town","X25F5054",390
"Windsor town","X25F5054",1060
"Wolcott town","X25F5054",669
"Woodbridge town","X25F5054",366
"Woodbury town","X25F5054",372
"Woodstock town","X25F5054",354
"","X25F5054",NA
"Note: For the age group, The first two didigts in the fields name are years. The third letter means gender, m for male, f for female. The last four digits are age groups. 15M2024 means 2015 projection male population for 20 to 24 years. For the total population, the first two digits also mean year, the third is gender, if necesary. the last five letters are total. 15MTOTAL means 2015 projection for total male population.","X25F5054",NA
"Andover town","X25F5559",180
"Ansonia town","X25F5559",686
"Ashford town","X25F5559",214
"Avon town","X25F5559",968
"Barkhamsted town","X25F5559",193
"Beacon Falls town","X25F5559",268
"Berlin town","X25F5559",921
"Bethany town","X25F5559",293
"Bethel town","X25F5559",746
"Bethlehem town","X25F5559",166
"Bloomfield town","X25F5559",811
"Bolton town","X25F5559",198
"Bozrah town","X25F5559",133
"Branford town","X25F5559",989
"Bridgeport town","X25F5559",4619
"Bridgewater town","X25F5559",74
"Bristol town","X25F5559",2062
"Brookfield town","X25F5559",808
"Brooklyn town","X25F5559",352
"Burlington town","X25F5559",528
"Canaan town","X25F5559",33
"Canterbury town","X25F5559",219
"Canton town","X25F5559",501
"Chaplin town","X25F5559",96
"Cheshire town","X25F5559",1310
"Chester town","X25F5559",181
"Clinton town","X25F5559",536
"Colchester town","X25F5559",753
"Colebrook town","X25F5559",62
"Columbia town","X25F5559",250
"Cornwall town","X25F5559",56
"Coventry town","X25F5559",555
"Cromwell town","X25F5559",603
"Danbury town","X25F5559",2678
